"ReferenceID","LegalName","ReportingYear","FilingType","FilingStatus","MarketType","ProductName","ProposedRateIncrease","FinalRateIncrease","MemberAffected","DateEffective"
"UHLC-132152429","UnitedHealthcare Benefits Plan of California",2019,"New Product Filing","Completed","Small Group","UHG CA INS 202004 UHCBP","2.9","2.9","112,619","04/01/2020"
"UHLC-132144718","UHC of California",2019,"Rate Filing","Completed","Small Group","UHG CA HMO 202004","5.3","5.3","78,362","04/01/2020"
"SHHP-132152758","Sharp Health Plan",2019,"Rate Filing","Completed","Small Group","Q22020 SG NGF Rates","-2.6","-2.6","27,397","04/01/2020"
"KHPI-131354785","Kaiser Foundation Health Plan, Inc.",2018,"Annual/Aggregate Filing","Completed","Small Group","2017 CA Annual Aggregate Rate Data Report","N/A","N/A","N/A","2017"
"HNLH-131367167","Health Net of California, Inc.",2018,"Annual/Aggregate Filing","Completed","Small Group","Individual/Family and Small Group","N/A","N/A","N/A","2017"
"MHCA-131375172","Molina Healthcare of California",2018,"Annual/Aggregate Filing","Completed","Individual","Molina Marketplace 2017","N/A","N/A","N/A","2017"
"SCCO-131365921","Santa Clara County",2018,"Annual/Aggregate Filing","Completed","Small Group","Small Group","N/A","N/A","N/A","2017"
"SHHP-131327224","Sharp Health Plan",2018,"Annual/Aggregate Filing","Completed","Small Group","Annual Aggregate Rate Data Report","N/A","N/A","N/A","2017"
"SUTT-131371985","Sutter Health Plan",2018,"Annual/Aggregate Filing","Completed","Small Group","2017_IFP_SG_Annual_Data","N/A","N/A","N/A","2017"
"MLSD-131379316","Sistemas Medicos Nacionales, S.A.de C.V.",2018,"Annual/Aggregate Filing","Completed","Small Group","SIMNSA Aggregate Rate Filing Data Report","N/A","N/A","N/A","2017"
"MLSD-131369959","County of Ventura",2018,"Annual/Aggregate Filing","Completed","Small Group","VCHCP Aggregate Rate Filing Data Report","N/A","N/A","N/A","2017"
"CCHP-131381593","Chinese Community Health Plan",2018,"Annual/Aggregate Filing","Completed","Individual","CCHP 2018 Aggregate Rate Filings for Individual & Family Plans","N/A","N/A","N/A","2017"
"CCHP-131381717","Chinese Community Health Plan",2018,"Annual/Aggregate Filing","Completed","Small Group"," CCHP 2018 Aggregate Rate Filings for Small Group Plans ","N/A","N/A","N/A","2017"
"SCCO-131365926","Santa Clara County",2018,"Annual/Aggregate Filing","Completed","Individual","Covered California IFP","N/A","N/A","N/A","2017"
"AWLP-131385502","Blue Cross of California",2018,"Annual/Aggregate Filing","Completed","Individual","Annual Aggregate Rate Data Form","N/A","N/A","N/A","2017"
"AETN-131393699","Aetna Health of California Inc.",2018,"Annual/Aggregate Filing","Completed","Small Group","2017 Annual Aggregate Rate Data Report - DMHC","N/A","N/A","N/A","2017"
"MEHP-131399720","Medi-Excel, S.A. de C.V.",2018,"Annual/Aggregate Filing","Completed","Small Group","MediExcel Health Plan","N/A","N/A","N/A","2017"
"WNHA-131403751","Western Health Advantage",2018,"Annual/Aggregate Filing","Completed","Small Group","2018 Annual Aggregate Rate Data Report","N/A","N/A","N/A","2017"
"OHIN-131405649","Oscar Health Plan of California",2018,"Annual/Aggregate Filing","Completed","Individual","Oscar CA Annual Aggregate Rate Data Report","N/A","N/A","N/A","2017"
"UHLC-131402879","UHC of California",2018,"Annual/Aggregate Filing","Completed","Small Group","CA 2017 Annual Aggregate Rate Data Report","N/A","N/A","N/A","2017"
"BCCA-131405584","California Physicians' Service",2018,"Annual/Aggregate Filing","Completed","Individual","Annual Aggregate Rate Data Report, 2017","N/A","N/A","N/A","2017"
"AWLP-131397553","Blue Cross of California",2018,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 3Q18","-1.00","-1.00","395,534","07/01/2018"
"HNLH-131402576","Health Net of California, Inc.",2018,"Rate Filing","Completed","Small Group","Small Group ACA Compliant (NG) Plans (2018 Q3)","-4.7","-4.7","71,433","07/01/2018"
"KHPI-131384804","Kaiser Foundation Health Plan, Inc.",2018,"Rate Filing","Completed","Small Group","KFHP Non-Grandfathered Small Group HMO Plan Rates, July 2018 ","7.9","7.9","426,165","07/01/2018"
"OHIN-131313112","Oscar Health Plan of California",2018,"Rate Filing","Completed","Small Group","Oscar CASG 3Q2018 Off Exchange Rates","1","1","88,458","07/01/2018"
"SHHP-131386703","Sharp Health Plan",2018,"Rate Filing","Completed","Small Group","Q32018 SG NGF Rates","1.7","1.7","30,445","07/01/2018"
"UHLC-131398990","UHC of California",2018,"Rate Filing","Completed","Small Group","UHG CA HMO 201807","5.7","5.7","83,299","07/01/2018"
"LACH-131420621","Local Initiative Health Authority for Los Angeles County",2018,"Annual/Aggregate Filing","Completed","Individual","L.A. Care Covered","N/A","N/A","N/A","2017"
"BCCA-131514237","California Physicians' Service",2018,"Rate Filing","Completed","Small Group","Small Group Plans, Q4, 2018","3.1","3.1","237,894","10/01/2018"
"AWLP-131517484","Blue Cross of California",2018,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 3Q18","-1.8","-1.8","168,407","10/01/2018"
"HNLH-131514282","Health Net of California, Inc.",2018,"Rate Filing","Completed","Small Group","Small Group ACA Compliant (NG) Plans (2018 Q4)","-6.4","-6.4","58,647","10/01/2018"
"UHLC-131518905","UHC of California",2018,"Rate Filing","Completed","Small Group","UHG CA HMO 201810","3.1","3.1","91,480","10/01/2018"
"OHIN-131515277","Oscar Health Plan of California",2018,"Rate Filing","Completed","Small Group","Oscar CASG 4Q2018 Off Exchange Rates","1.8","1.8","88,458","10/01/2018"
"WNHA-131514170","Western Health Advantage",2018,"Rate Filing","Completed","Small Group","Small Group Q4 2018","5.0","5.0","32,180","10/01/2018"
"SHHP-131494703","Sharp Health Plan",2018,"Rate Filing","Completed","Small Group","Q42018 SG GF Rates","2.2","2.2","1,114","10/01/2018"
"SHHP-131494701","Sharp Health Plan",2018,"Rate Filing","Completed","Small Group","Q42018 SG NGF Rates","4.4","4.4","30,003","10/01/2018"
"SUTT-131492812","Sutter Health Plan",2018,"Rate Filing","Completed","Small Group","2018Q4_SG","8.04","8.04","15,475","10/01/2018"
"CCHP-131490864","Chinese Community Health Plan",2018,"Rate Filing","Completed","Individual","CCHP 2019 Rate Filings for Individual & Family Plans","7.4","7.4","13,476","01/01/2019"
"BCCA-131575458","California Physicians' Service",2018,"Rate Filing","Completed","Individual","IFP NGF Rate Filing 2019","9.8","9.8","787,091","01/01/2019"
"HNLH-131548127","Health Net of California, Inc.",2018,"Rate Filing","Completed","Individual","IEX-IFP Rates 2019 ","7.5","7.5","171,764","01/01/2019"
"KHPI-131578710","Kaiser Foundation Health Plan, Inc.",2018,"Rate Filing","Completed","Individual","KFHP Non-Grandfathered Individual HMO Plan Rates, January 2019","9.2","9.2","630,174","01/01/2019"
"AWLP-131581111","Blue Cross of California",2018,"Rate Filing","Completed","Individual","DMHC Individual On and Off Exchange","4.1","4.1","91,294","01/01/2019"
"LACH-131584280","Local Initiative Health Authority for Los Angeles County",2018,"Rate Filing","Completed","Individual","L.A. Care Covered","6.7","6.7","24,424","01/01/2019"
"MHCA-131575519","Molina Healthcare of California",2018,"Rate Filing","Completed","Individual","Molina Marketplace 2019","1.6","1.6","62,212","01/01/2019"
"OHIN-131579793","Oscar Health Plan of California",2018,"Rate Filing","Completed","Individual","Oscar 2019 Individual Rates","6.65","6.65","41,853","01/01/2019"
"SHHP-131570886","Sharp Health Plan",2018,"Rate Filing","Completed","Individual","CY2019 Individual Product Rates","10.2","10.2","35,901","01/01/2019"
"SUTT-131492816","Sutter Health Plan",2018,"Rate Filing","Completed","Individual","2019Q1_IFP","14.9","14.9","3,315","01/01/2019"
"SCCO-131562521","Santa Clara County",2018,"Rate Filing","Completed","Individual","California Health Benefit Exchange Individual Plan","-1.19","-1.19","13,310","01/01/2019"
"WNHA-131577838","Western Health Advantage",2018,"Rate Filing","Completed","Individual","Individual Q1 2019","7.0","7.0","15,198","01/01/2019"
"BCCA-131589118","California Physicians' Service",2018,"Rate Filing","Completed","Small Group","Small Group Plans, Q1, 2019","2.9","2.9","119,073","01/01/2019"
"UHLC-131578690","UHC of California",2018,"Rate Filing","Completed","Small Group","UHG CA HMO 201901","1.8","1.8","91,480","01/01/2019"
"SUTT-131492815","Sutter Health Plan",2018,"Rate Filing","Completed","Small Group","2019Q1_SG","8.06","8.06","31,187","01/01/2019"
"OHIN-131586669","Oscar Health Plan of California",2018,"Rate Filing","Completed","Small Group","Oscar CASG 1Q2019 Rates","-6.9","-6.9","2,690","01/01/2019"
"AWLP-131590972","Blue Cross of California",2018,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 1Q19","1.5","1.5","94,429","01/01/2019"
"SHHP-131575310","Sharp Health Plan",2018,"Rate Filing","Completed","Small Group","Q12019 SG NGF Rates","7.2","7.2","30,003","01/01/2019"
"AETN-131466997","Aetna Health of California Inc.",2018,"Rate Filing","Completed","Small Group","Aetna SG AHI-CA 010119","-4.1","-4.1","37,600","01/01/2019"
"HNLH-131548140","Health Net of California, Inc.",2018,"Rate Filing","Completed","Small Group","Small Group ACA Compliant (NG) Plan ","-2.6","-2.6","58,647","01/01/2019"
"CCHP-131594262","Chinese Community Health Plan",2018,"Rate Filing","Completed","Small Group","CCHP 2019 Rate Filings for Small Group","11.5","11.5","1,829","01/01/2019"
"KHPI-131590956","Kaiser Foundation Health Plan, Inc.",2018,"Rate Filing","Completed","Small Group","KFHP Non-Grandfathered Small Group HMO Plan Rates, January 2019","4.7","4.7","674,203","01/01/2019"
"MLSD-131580155","County of Ventura",2018,"Rate Filing","Completed","Small Group","Ventura County Small Group Off-Exchange","0","0","723","01/01/2019"
"WNHA-131592440","Western Health Advantage",2018,"Rate Filing","Completed","Small Group","Small Group Q1 2019","2.4","2.4","36,074","01/01/2019"
"MEHP-131605547","Medi-Excel, S.A. de C.V.",2018,"Rate Filing","Completed","Small Group","MediExcel Health Plan","1.73","1.73","4,022","01/01/2019"
"BCCA-131633008","California Physicians' Service",2018,"Rate Filing","Completed","Individual","Shield Spectrum PPO 2000-G, Shield Savings PPO 2400-G","6","6","3,682","01/01/2019"
"HNLH-131632034","Health Net of California, Inc.",2018,"Rate Filing","Completed","Small Group","Small Group GF Rates 2019 Q1","3.3","3.3","20,923","01/01/2019"
"KHPI-131636875","Kaiser Foundation Health Plan, Inc.",2018,"Rate Filing","Completed","Small Group","KFHP Grandfathered Small Group HMO Rates Jan 2019","4","4","174,983","01/01/2019"
"SCCO-131636446","Santa Clara County",2018,"Rate Filing","Completed","Small Group","Small Group Rate Filing","9","9","12","01/01/2019"
"AETN-131663740","Aetna Health of California Inc.",2018,"Annual/Aggregate Filing","Completed","Large Group","201810 SB 546 and SB 17 Filings - DMHC","N/A","8.5","139,018","2018"
"AAJP-131670071","Alameda Alliance For Health",2018,"Annual/Aggregate Filing","Completed","Large Group","Alameda Alliance for Health Joint Powers Authority","N/A","0","5,811","2018"
"AWLP-131666850","Blue Cross of California",2018,"Annual/Aggregate Filing","Completed","Large Group","DMHC Large Group Annual Aggregate Rate Data for 2018 Renewal","N/A","6.0","1,089,594","2018"
"BCCA-131669239","California Physicians' Service",2018,"Annual/Aggregate Filing","Completed","Large Group","Large Group Products","N/A","6.4","432,384","2018"
"CCHP-131667445","Chinese Community Health Plan",2018,"Annual/Aggregate Filing","Completed","Large Group","CCHP 2018 Aggregate Rate Filings for Large Group","N/A","4.3","2,580","2018"
"CCOH-131669179","Contra Costa County Medical Services",2018,"Annual/Aggregate Filing","Completed","Large Group","Large Group","N/A","3.8","8,789","2018"
"HNLH-131667474","Health Net of California, Inc.",2018,"Annual/Aggregate Filing","Completed","Large Group","Large Group HMO & POS Commercial Product","N/A","6.6","293,568","2018"
"LACH-131595110","Local Initiative Health Authority for Los Angeles County",2018,"Annual/Aggregate Filing","Completed","Large Group","PASC SEIU Homecare Workers Health Care Plan for In-Hom Supportive Service Workers","N/A","3.6","49,732","2018"
"SSHP-131670364","MemorialCare Select Health Plan",2018,"Annual/Aggregate Filing","Completed","Large Group","SEASIDE SELECT","N/A","0","226","2018"
"SCCO-131668927","Santa Clara County",2018,"Annual/Aggregate Filing","Completed","Large Group","VHP Commercial Large Group","N/A","3.0","20,940","2018"
"SHHP-131669252","Sharp Health Plan",2018,"Annual/Aggregate Filing","Completed","Large Group","2018 Large Groups","N/A","3.5","69,601","2018"
"KHPI-131667613","Kaiser Foundation Health Plan, Inc.",2018,"Annual/Aggregate Filing","Completed","Large Group","2018 KFHP California Large Group Annual Aggregate Rate Data Report","N/A","4.7","5,034,656","2018"
"WNHA-131665205","Western Health Advantage",2018,"Annual/Aggregate Filing","Completed","Large Group","Large Group Aggregate Rate","N/A","3.4","80,952","2018"
"SUTT-131667444","Sutter Health Plan",2018,"Annual/Aggregate Filing","Completed","Large Group","LG_2018","N/A","3.1","40,492","2018"
"MLSD-131660384","County of Ventura",2018,"Annual/Aggregate Filing","Completed","Large Group","Ventura Large Group Rate Filing","N/A","9.5","14,937","2018"
"MLSD-131668817","Sistemas Medicos Nacionales, S.A.de C.V.",2018,"Annual/Aggregate Filing","Completed","Large Group","SIMNSA Large Group Rate Filing","N/A","5.0","37,820","2018"
"SFHP-131669254","San Francisco Community Health Authority",2018,"Annual/Aggregate Filing","Completed","Large Group","Healthy Workers HMO","N/A","21.7","11,469","2018"
"SCRP-131670922","Scripps Health Plan Services, Inc.",2018,"Annual/Aggregate Filing","Completed","Large Group","Scripps Health Plan","N/A","0","12,938","2018"
"UHLC-131667473","UHC of California",2018,"Annual/Aggregate Filing","Completed","Large Group","SB 546 - Large Group Annual Aggregate Rate Data Report","N/A","9.3","424,964","2018"
"HPSM-131675981","San Mateo Health Commission",2018,"Annual/Aggregate Filing","Completed","Large Group","HealthWorx","N/A","24","1,044","2018"
"MEHP-131681245","Medi-Excel, S.A. de C.V.",2018,"Annual/Aggregate Filing","Completed","Large Group","MediExcel Health Plan","N/A","1.6","4,872","2018"
"CCGH-131680633","Cigna HealthCare of California, Inc.",2018,"Annual/Aggregate Filing","Completed","Large Group","Large Group Annual Aggregate Rate Data Report - DMHC","N/A","7.4","120,665","2018"
"20182673","Community Care Health Plan, Inc.",2018,"Annual/Aggregate Filing","Completed","Large Group","SB 546/SB 17 Large Group Annual Aggregate Rate Data Report","N/A","3.9","9,672","2018"
"20182694","Santa Cruz-Monterey-Merced-San Benito-Mariposa Managed Medical Care Commission",2018,"Annual/Aggregate Filing","Completed","Large Group","SB 546/SB 17 Large Group Annual Aggregate Rate Data Report","N/A","14.2","509","2018"
"SHHP-131727296","Sharp Health Plan",2018,"Rate Filing","Completed","Small Group","Q22019 SG NGF Rates","6.7","6.7","29,802","04/01/2019"
"WNHA-131732453","Western Health Advantage",2018,"Rate Filing","Completed","Small Group","Small Group Q2 2019","0.9","0.9","25,169","04/01/2019"
"MLSD-131736481","Sistemas Medicos Nacionales, S.A.de C.V.",2018,"Rate Filing","Completed","Small Group","SIMNSA Small Group Rate Filing","5.0","5.0","6,162","04/01/2019"
"BCCA-131733003","California Physicians' Service",2018,"Rate Filing","Completed","Small Group","Small Group Plans, Q2, 2019","2.8","2.8","56,804","04/01/2019"
"HNLH-131740200","Health Net of California, Inc.",2018,"Rate Filing","Completed","Small Group","Small Group ACA Compliant (NG) Plan (2019 Q2)","0.3","0.3","58,001","04/01/2019"
"UHLC-131738578","UHC of California",2018,"Rate Filing","Completed","Small Group","UHG CA HMO 201904","1.3","1.3","94,823","04/01/2019"
"AWLP-131734919","Blue Cross of California",2018,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 2Q19","6.4","6.4","48,445","04/01/2019"
"AWLP-131734466","Blue Cross of California",2018,"Rate Filing","Completed","Individual","ABC Grandfathered Plans","6.1","6.1","20,993","04/01/2019"
"KHPI-130883524","Kaiser Foundation Health Plan, Inc.",2017,"Annual/Aggregate Filing","Completed","Small Group","2016 CA Annual Aggregate Rate Data Report","N/A","N/A","N/A","2016"
"AWLP-130930970","Blue Cross of California",2017,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 3Q17","1.0","1.0","45,484","07/01/2017"
"OHIN-130945065","Oscar Health Plan of California",2017,"Rate Filing","Completed","Small Group","Oscar CASG 3Q2017 Off Exchange Rates","0","0","5,088","07/01/2017"
"SHHP-130950629","Sharp Health Plan",2017,"Rate Filing","Completed","Small Group","Q32017 NGF SG Rates","6.7","6.7","26,659","07/01/2017"
"UHLC-130943616","UHC of California",2017,"Rate Filing","Completed","Small Group","UHG CA HMO 201707","3.9","3.9","59,392","07/01/2017"
"HNLH-130923105","Health Net of California, Inc.",2017,"Rate Filing","Completed","Small Group","Small Group ACA Compliant Plans","12.3","12.3","89,935","07/01/2017"
"BCCA-130918042","California Physicians' Service",2017,"Annual/Aggregate Filing","Completed","Individual","Annual Aggregate Rate Data Report, 2016","N/A","N/A","N/A","2016"
"HNLH-130922915","Health Net of California, Inc.",2017,"Annual/Aggregate Filing","Completed","Small Group","Individual/Family and Small Group Plans","N/A","N/A","N/A","2016"
"WNHA-130923246","Western Health Advantage",2017,"Annual/Aggregate Filing","Completed","Small Group","2017 Annual Aggregate Rate Data Report","N/A","N/A","N/A","2016"
"LACH-130924489","Local Initiative Health Authority for Los Angeles County",2017,"Annual/Aggregate Filing","Completed","Individual","L.A. Care Covered","N/A","N/A","N/A","2016"
"SUTT-130921532","Sutter Health Plan",2017,"Annual/Aggregate Filing","Completed","Small Group","2016 Annual Aggregate Filing for IFP & SG","N/A","N/A","N/A","2016"
"AETN-130921969","Aetna Health of California Inc.",2017,"Annual/Aggregate Filing","Completed","Small Group","2016 Annual Aggregate Rate Data Report - DMHC","N/A","N/A","N/A","2016"
"SHHP-130918146","Sharp Health Plan",2017,"Annual/Aggregate Filing","Completed","Small Group","Annual Aggregate Rate Data Report","N/A","N/A","N/A","2016"
"CCHP-130922196","Chinese Community Health Plan",2017,"Annual/Aggregate Filing","Completed","Small Group","CCHP 2017 Aggregate Rate Filings for & Small Group Plans","N/A","N/A","N/A","2016"
"CCHP-130922184","Chinese Community Health Plan",2017,"Annual/Aggregate Filing","Completed","Individual","CCHP 2017 Aggregate Rate Filings for Individual & Family Plans ","N/A","N/A","N/A","2016"
"MHCA-130917947","Molina Healthcare of California",2017,"Annual/Aggregate Filing","Completed","Individual","Molina Marketplace 2016","N/A","N/A","N/A","2016"
"20170650","Community Care Health Plan, Inc.",2017,"Annual/Aggregate Filing","Completed","Large Group","HMO","N/A","7.4","4853","2016"
"MEHP-131007160","Medi-Excel, S.A. de C.V.",2017,"Annual/Aggregate Filing","Completed","Small Group","MediExcel Small Group 2016","N/A","N/A","N/A","2016"
"AWLP-131009155","Blue Cross of California",2017,"Annual/Aggregate Filing","Completed","Individual","Annual Aggregate Rate Data Form","N/A","N/A","N/A","2016"
"SCCO-131019354","Santa Clara County",2017,"Annual/Aggregate Filing","Completed","Individual","Covered California IFP","N/A","N/A","N/A","2017"
"SCCO-131019211","Santa Clara County",2017,"Annual/Aggregate Filing","Completed","Small Group","Small Group","N/A","N/A","N/A","2016"
"UHLC-131014881","UHC of California",2017,"Annual/Aggregate Filing","Completed","Small Group","CA 2016 Annual Aggregate Rate Data Report","N/A","N/A","N/A","2016"
"MLSD-131054921","Sistemas Medicos Nacionales, S.A.de C.V.",2017,"Annual/Aggregate Filing","Completed","Small Group","SIMNSA Aggregate Rate Filing Data Report","N/A","N/A","N/A","2016"
"KHPI-131036759","Kaiser Foundation Health Plan, Inc.",2017,"Rate Filing","Completed","Small Group","KFHP Non-Grandfathered Small Group HMO Plan Rates, July 2017","5.8","5.8","338,455","07/01/2017"
"AETN-131061825","Aetna Health of California Inc.",2017,"Rate Filing","Withdrawn Prior to Determination","Small Group","Aetna SG AHI-CA 100117","8.2","N/A","50,000","10/01/2017"
"AWLP-131059281","Blue Cross of California",2017,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 4Q17","4.6","4.6","194,971","10/01/2017"
"BCCA-131061005","California Physicians' Service",2017,"Rate Filing","Completed","Small Group","Small Group Plans, Q4, 2017","1.7","1.7","206,663","10/01/2017"
"HNLH-131059241","Health Net of California, Inc.",2017,"Rate Filing","Completed","Small Group","Small Group GF Plans","9","9","24,759","10/01/2017"
"HNLH-131059133","Health Net of California, Inc.",2017,"Rate Filing","Withdrawn Prior to Determination","Small Group","Small Group ACA Compliant Plans","11.3","","89,258","10/01/2017"
"SHHP-131025121","Sharp Health Plan",2017,"Rate Filing","Completed","Small Group","Q42017 SG GF Rates","2.5","2.5","1,175","10/01/2017"
"SHHP-131025062","Sharp Health Plan",2017,"Rate Filing","Completed","Small Group","Q42017 SG NGF Rates","8.3","8.3","30,243","10/01/2017"
"SUTT-131063717","Sutter Health Plan",2017,"Rate Filing","Completed","Small Group","2017_Q4_SG","8.44","8.44","28,682","10/01/2017"
"UHLC-131052873","UHC of California",2017,"Rate Filing","Completed","Small Group","UHG CA HMO 201710","8","8","61,379","10/01/2017"
"WNHA-131060057","Western Health Advantage",2017,"Rate Filing","Completed","Small Group","Small Group Q4 2017","8.4","8.4","31,114","10/01/2017"
"OHIN-131066368","Oscar Health Plan of California",2017,"Annual/Aggregate Filing","Completed","Individual","Oscar 2016 Aggregate Rate Filing Data Report","N/A","N/A","N/A","2016"
"BCCA-131117801","California Physicians' Service",2017,"Rate Filing","Completed","Small Group","Small Group Plans, Q1, 2018","3.2","3.2","92,750","01/01/2018"
"HNLH-131118550","Health Net of California, Inc.",2017,"Rate Filing","Completed","Small Group","Small Group ACA Compliant (NG) Plans (2018 Q1)","5.8","5.8","89,258","01/01/2018"
"SHHP-131117048","Sharp Health Plan",2017,"Rate Filing","Completed","Individual","CY2018 Individual Product Rates - CSR Not Funded","14.7","14.7","34,007","01/01/2018"
"LACH-131120574","Local Initiative Health Authority for Los Angeles County",2017,"Rate Filing","Withdrawn Prior to Determination","Individual","L.A. Care Covered ","12.3","N/A","22,570","01/01/2018"
"MHCA-131120581","Molina Healthcare of California",2017,"Rate Filing","Completed","Individual","Molina Marketplace 2018","44.7","44.7","150,102","01/01/2018"
"MHCA-131118070","Molina Healthcare of California",2017,"Rate Filing","Withdrawn Prior to Determination","Individual","Molina Marketplace 2018","28.6","N/A","150,102","01/01/2018"
"OHIN-131120700","Oscar Health Plan of California",2017,"Rate Filing","Completed","Individual","Oscar 2018 Individual Rates - CSR Not Funded","18.34","18.34","25,551","01/01/2018"
"SHHP-131109762","Sharp Health Plan",2017,"Rate Filing","Withdrawn Prior to Determination","Individual","CY2018 Individual Product Rates - CSR Funded","9.4","N/A","34,007","01/01/2018"
"SHHP-131109783","Sharp Health Plan",2017,"Rate Filing","Completed","Small Group","Q12018 SG NGF Rates","5.9","5.9","30,243","01/01/2018"
"LACH-131120743","Local Initiative Health Authority for Los Angeles County",2017,"Rate Filing","Not Unreasonable (Modified)","Individual","L.A. Care Covered ","30.3","21.7","22,570","01/01/2018"
"HNLH-131118641","Health Net of California, Inc.",2017,"Rate Filing","Withdrawn Prior to Determination","Individual","2018 IEX and IFP Plan RATES CSR Funded","12.1","N/A","141,162","01/01/2018"
"OHIN-131117059","Oscar Health Plan of California",2017,"New Product Filing","Completed","Small Group","Oscar CASG 1Q2018 Off Exchange Rates","N/A","N/A","","01/01/2018"
"OHIN-131016744","Oscar Health Plan of California",2017,"Rate Filing","Withdrawn Prior to Determination","Individual","Oscar 2018 Individual Rates - CSR Funded","13.81","N/A","25,551","01/01/2018"
"UHLC-131065858","UHC of California",2017,"Rate Filing","Completed","Small Group","UHG CA HMO 201801","10.7","10.7","61,379","01/01/2018"
"CCHP-131019206","Chinese Community Health Plan",2017,"Rate Filing","Withdrawn Prior to Determination","Individual","CCHP 2018 Rate Filings for Individual & Family Plans ","7.5","N/A","12,547","01/01/2018"
"AETN-131092404","Aetna Health of California Inc.",2017,"Rate Filing","Completed","Small Group","Aetna SG AHI-CA 010118","5.7","5.7","50,000","01/01/2018"
"MLSD-131115397","County of Ventura",2017,"Rate Filing","Completed","Small Group","Ventura County Small Group Off-Exchange","0","0","574","01/01/2018"
"SUTT-131121023","Sutter Health Plan",2017,"Rate Filing","Completed","Small Group","2018Q1_SG","6.7","6.7","28,682","01/01/2018"
"SUTT-131121116","Sutter Health Plan",2017,"Rate Filing","Completed","Individual","2018Q1_IFP","11.26","11.26","2,047","01/01/2018"
"SCCO-131077467","Santa Clara County",2017,"Rate Filing","Withdrawn Prior to Determination","Individual","California Health Benefit Exchange Individual Plan","0.97","N/A","2,945","01/01/2018"
"HNLH-131118649","Health Net of California, Inc.",2017,"Rate Filing","Completed","Individual","2018 IEX and IFP Plan Rates CSR NOT FUNDED","22","22","141,162","01/01/2018"
"AWLP-131114515","Blue Cross of California",2017,"Rate Filing","Not Unreasonable (Modified)","Small Group","DMHC Small Group Off Exchange 1Q18","5.7","2.5","90,824","01/01/2018"
"AWLP-131119252","Blue Cross of California",2017,"Rate Filing","Not Unreasonable (Modified)","Individual","DMHC Individual On and Off Exchange","40.6","37.3","135,419","01/01/2018"
"SCCO-131119669","Santa Clara County",2017,"Rate Filing","Completed","Individual","California Health Benefit Exchange Individual Plan","9.78","9.78","6,441","01/01/2018"
"AWLP-131113535","Blue Cross of California",2017,"Rate Filing","Withdrawn Prior to Determination","Individual","DMHC Individual On and Off Exchange","35.4","N/A","135,419","01/01/2018"
"KHPI-131121107","Kaiser Foundation Health Plan, Inc.",2017,"Rate Filing","Completed","Small Group","KFHP Non-Grandfathered Small Group HMO Plan Rates, January 2018 ","7.9","7.9","639,796","01/01/2018"
"KHPI-131120663","Kaiser Foundation Health Plan, Inc.",2017,"Rate Filing","Completed","Individual","KFHP Non-Grandfathered Individual HMO Plan Rates, January 2018-CSR not Funded","11.6","11.6","525,715","01/01/2018"
"KHPI-131113658","Kaiser Foundation Health Plan, Inc.",2017,"Rate Filing","Withdrawn Prior to Determination","Individual","KFHP Non-Grandfathered Individual HMO Plan Rates, January 2018-CSR Funded","7.6","N/A","525,715","01/01/2018"
"WNHA-131120990","Western Health Advantage",2017,"Rate Filing","Completed","Small Group","Q1 2018 Small Group","6.8","6.8","32,180","01/01/2018"
"WNHA-131120802","Western Health Advantage",2017,"Rate Filing","Withdrawn Prior to Determination","Individual","Individual Q1 CSR Funded","12.4","N/A","18,798","01/01/2018"
"WNHA-131120875","Western Health Advantage",2017,"Rate Filing","Completed","Individual","Individual Q1 2018 CSR Not Funded","19.3","19.3","18,798","01/01/2018"
"CCHP-131120998","Chinese Community Health Plan",2017,"Rate Filing","Completed","Small Group","CCHP 2018 Rate Filings for Small Group","5.9","5.9","2,055","01/01/2018"
"CCHP-131121136","Chinese Community Health Plan",2017,"Rate Filing","Completed","Individual"," CCHP 2018 Rate Filings for Individual & Family Plans - CSR Not Funded ","15.1","15.1","13,417","01/01/2018"
"BCCA-131123845","California Physicians' Service",2017,"Rate Filing","Withdrawn Prior to Determination","Individual","IFP NGF Rate Filing 2018","18.2","N/A","659,006","01/01/2018"
"BCCA-131124531","California Physicians' Service",2017,"Rate Filing","Completed","Individual","IFP NGF Rate Filing 2018","22.8","22.8","659,006","01/01/2018"
"MEHP-131145246","Medi-Excel, S.A. de C.V.",2017,"Rate Filing","Completed","Small Group","MediExcel Small Group 2018","2.06","2.06","4,062","01/01/2018"
"KHPI-131161155","Kaiser Foundation Health Plan, Inc.",2017,"Rate Filing","Completed","Individual","KFHP Grandfathered Individual Plan HMO Rates Jan 2018","2","2","68,346","01/01/2018"
"SCCO-131180400","Santa Clara County",2017,"Rate Filing","Completed","Small Group","Small Group Rate Filing","7.6","7.6","30","01/01/2018"
"KHPI-131159604","Kaiser Foundation Health Plan, Inc.",2017,"Rate Filing","Completed","Small Group","KFHP Grandfathered Small Group HMO Rates Jan 2018","2","2","179,518","01/01/2018"
