"ReferenceID","LegalName","ReportingYear","FilingType","FilingStatus","MarketType","ProductName","ProposedRateIncrease","FinalRateIncrease","MemberAffected","DateEffective"
"MEHP-131210224","Medi-Excel, S.A. de C.V.",2017,"Annual/Aggregate Filing","Completed","Large Group","MediExcel Health Plan","N/A","2.8","3,390","2017"
"SHHP-131215150","Sharp Health Plan",2017,"Annual/Aggregate Filing","Completed","Large Group","2017 Large Groups","N/A","4.34","61,589","2017"
"CCGH-131215112","Cigna HealthCare of California, Inc.",2017,"Annual/Aggregate Filing","Completed","Large Group","Large Group Annual Aggregate Rate Data Report, 2017","N/A","7.2","129,732","2017"
"HNLH-131191224","Health Net of California, Inc.",2017,"Annual/Aggregate Filing","Completed","Large Group","Large Group HMO & POS Commercial Product","N/A","5.6","329,146","2017"
"CCHP-131213301","Chinese Community Health Plan",2017,"Annual/Aggregate Filing","Completed","Large Group"," CCHP 2017 Aggregate Rate Filings for Large Group","N/A","10.5","2,879","2017"
"CCOH-131214628","Contra Costa County Medical Services",2017,"Annual/Aggregate Filing","Completed","Large Group","2017 SB 546","N/A","9.2","9,165","2017"
"SCRP-131213494","Scripps Health Plan Services, Inc.",2017,"Annual/Aggregate Filing","Completed","Large Group","Scripps Health Plan HMO","N/A","0.0","11,204","2017"
"MLSD-131214535","Sistemas Medicos Nacionales, S.A.de C.V.",2017,"Annual/Aggregate Filing","Completed","Large Group","SIMNSA Large Group Rate Filing","N/A","4.7","38,440","2017"
"KHPI-131211307","Kaiser Foundation Health Plan, Inc.",2017,"Annual/Aggregate Filing","Completed","Large Group","2017 KFHP California Large Group Annual Aggregate Rate Data Report","N/A","3.1","4,951,605","2017"
"AWLP-131226135","Blue Cross of California",2017,"Annual/Aggregate Filing","Completed","Large Group","DMHC Large Group Annual Aggregate Rate Data for 2017 Renewal","N/A","4.0","1,182,791","2017"
"AAJP-131216712","Alameda Alliance For Health",2017,"Annual/Aggregate Filing","Completed","Large Group","Alameda Alliance for Health Joint Powers Authority","N/A","0","5,705","2017"
"WNHA-131213426","Western Health Advantage",2017,"Annual/Aggregate Filing","Completed","Large Group","Large Group Aggregate Rate","N/A","4.36","79,698","2017"
"BCCA-131238256","California Physicians' Service",2017,"Annual/Aggregate Filing","Completed","Large Group","Large Group Products","N/A","5.3","440,777","2017"
"LACH-131240029","Local Initiative Health Authority for Los Angeles County",2017,"Annual/Aggregate Filing","Completed","Large Group","PASC-SEIU Homecare Workers Health Care Plan for In-Home Supportive Service Workers","N/A","4.2","49,338","2017"
"HPSM-131240429","San Mateo Health Commission",2017,"Annual/Aggregate Filing","Completed","Large Group","HealthWorx","N/A","3.2","1,046","2017"
"AETN-131213690","Aetna Health of California Inc.",2017,"Annual/Aggregate Filing","Completed","Large Group","201710 LG Annual Aggregate Rate Data Report - DMHC","N/A","9.8","136,473","2017"
"SCCO-131214937","Santa Clara County",2017,"Annual/Aggregate Filing","Completed","Large Group","VHP Commercial Large Group","N/A","6.1","19,153","2017"
"SSHP-131211315","MemorialCare Select Health Plan",2017,"Annual/Aggregate Filing","Completed","Large Group","SEASIDE SELECT","N/A","0.0","224","2017"
"MLSD-131214257","County of Ventura",2017,"Annual/Aggregate Filing","Completed","Large Group","Ventura Large Group Rate Filing","N/A","14.6","15,093","2017"
"SUTT-131213259","Sutter Health Plan",2017,"Annual/Aggregate Filing","Completed","Large Group","LG_2017","N/A","2.24","25,437","2017"
"UHLC-131143221","UHC of California",2017,"Annual/Aggregate Filing","Completed","Large Group","SB 546 - Large Group Annual Aggregate Rate Data Report","N/A","4.8","395,170","2017"
"SFHP-131230834","San Francisco Community Health Authority",2017,"Annual/Aggregate Filing","Completed","Large Group","Healthy Workers HMO","N/A","0","11,245","2017"
"20172456","Community Care Health Plan, Inc.",2017,"Annual/Aggregate Filing","Completed","Large Group","SB 546 - Large Group Annual Aggregate Rate Data Report","N/A","8.3","4,849","2017"
"20172390","Santa Cruz-Monterey-Merced-San Benito-Mariposa Managed Medical Care Commission",2017,"Annual/Aggregate Filing","Completed","Large Group","SB 546 - Large Group Annual Aggregate Rate Data Report","N/A","0.0","540","2017"
"AETN-131287673","Aetna Health of California Inc.",2017,"Rate Filing","Completed","Small Group","Aetna SG AHI-CA 040118","5.5","5.5","46,669","04/01/2018"
"AWLP-131285417","Blue Cross of California",2017,"Rate Filing","Completed","Individual","ABC Grandfathered Plans","13.4","13.4","22,000","04/01/2018"
"BCCA-131277178","California Physicians' Service",2017,"Rate Filing","Completed","Small Group","Small Group Plans, Q2, 2018","3.3","3.3","45,279","04/01/2018"
"HNLH-131288418","Health Net of California, Inc.",2017,"Rate Filing","Completed","Small Group","Small Group ACA Compliant (NG) Plans (2018 Q2)","-1.2","-1.2","77213","04/01/2018"
"OHIN-131284744","Oscar Health Plan of California",2017,"Rate Filing","Completed","Small Group","Oscar CASG 2Q2018 Off Exchange Rates","0","0","7372","04/01/2018"
"SHHP-131278346","Sharp Health Plan",2017,"Rate Filing","Completed","Small Group","Q22018 SG NGF Rates","3.3","3.3","29,819","04/01/2018"
"MLSD-131275830","Sistemas Medicos Nacionales, S.A.de C.V.",2017,"Rate Filing","Completed","Small Group","SIMNSA Small Group Rate Filing","0","0","5,361","01/01/2018"
"AETN-130418254","Aetna Health of California Inc.",2016,"Rate Filing","Completed","Small Group","Aetna SG AHI-CA 04012016","4.1","4.1","86,968","04/01/2016"
"KHPI-130424466","Kaiser Foundation Health Plan, Inc.",2016,"Annual/Aggregate Filing","Completed","Small Group","2015 CA Annual Aggregate Rate Data Report","N/A","N/A","N/A","2015"
"SHHP-130425284","Sharp Health Plan",2016,"Rate Filing","Completed","Small Group","Q22016 GF SG Rates","5.0","5.0","1,500","04/01/2016"
"BCCA-130442928","California Physicians' Service",2016,"Annual/Aggregate Filing","Completed","Individual","Annual Aggregate Rate Data Report, 2015","N/A","N/A","N/A","2015"
"HNLH-130448377","Health Net of California, Inc.",2016,"Annual/Aggregate Filing","Completed","Small Group","Individual/Family and Small Group Plans","N/A","N/A","N/A","2015"
"WNHA-130447067","Western Health Advantage",2016,"Annual/Aggregate Filing","Completed","Small Group","2015 Annual Aggregate Rate Data Report","N/A","N/A","N/A","2015"
"CCHP-130447191","Chinese Community Health Plan",2016,"Annual/Aggregate Filing","Completed","Individual","CCHP 2016 Aggregate Rate Filings for Individual & Family Plans","N/A","N/A","N/A","2015"
"SHHP-130450344","Sharp Health Plan",2016,"Annual/Aggregate Filing","Completed","Small Group","CA Annual Aggregate Rate Data Report ","N/A","N/A","N/A","2015"
"UHLC-130458398","UHC of California",2016,"Annual/Aggregate Filing","Completed","Small Group","CA 2015 Annual Aggregate Rate Data Report","N/A","N/A","N/A","2015"
"UHLC-130458460","UnitedHealthcare Benefits Plan of California",2016,"Annual/Aggregate Filing","Completed","Individual","CA 2015 Annual Aggregate Rate Data Report","N/A","N/A","N/A","2015"
"SCCO-130464527","Santa Clara County",2016,"Annual/Aggregate Filing","Completed","Individual","Covered California Health Benefit Exchange","N/A","N/A","N/A","2015"
"MEHP-130481268","Medi-Excel, S.A. de C.V.",2016,"Annual/Aggregate Filing","Completed","Small Group","MediExcel Health Plan","N/A","N/A","N/A","2015"
"SUTT-130489962","Sutter Health Plan",2016,"Annual/Aggregate Filing","Completed","Small Group","Sutter Health Plan Annual Aggregate Data","N/A","N/A","N/A","2015"
"AWLP-130483713","Blue Cross of California",2016,"Annual/Aggregate Filing","Completed","Individual","Annual Aggregate Rate Data Form","N/A","N/A","N/A","2015"
"AETN-130483606","Aetna Health of California Inc.",2016,"Annual/Aggregate Filing","Completed","Small Group","2015 Annual Aggregate Rate Data Report - DMHC","N/A","N/A","N/A","2015"
"AWLP-130489102","Blue Cross of California",2016,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 3Q16","0.8","0.8","35,397","07/01/2016"
"SHHP-130496652","Sharp Health Plan",2016,"Rate Filing","Completed","Small Group","Q32016 NGF SG Rates","3.4","3.4","22,936","07/01/2016"
"LACH-130505616","Local Initiative Health Authority for Los Angeles County",2016,"Annual/Aggregate Filing","Completed","Individual","L.A. Care Covered","N/A","N/A","N/A","2015"
"HNLH-130502064","Health Net of California, Inc.",2016,"Rate Filing","Completed","Small Group","Small Group Plans","9.2","9.2","100,565","07/01/2016"
"AETN-130540770","Aetna Health of California Inc.",2016,"Rate Filing","Completed","Small Group","Aetna SG AHI-CA 07012016","0.8","0.8","83,000","07/01/2016"
"SHHP-130553215","Sharp Health Plan",2016,"Rate Filing","Completed","Small Group","Q32016 GF Small Group Rates","4.5","4.5","1,409","07/01/2016"
"OHIN-130537659","Oscar Health Plan of California",2016,"Rate Filing","Completed","Individual","Oscar 2017 Off Exchange Plans","10.5","10.5","3,874","01/01/2017"
"CCHP-130552988","Chinese Community Health Plan",2016,"Rate Filing","Completed","Individual","CCHP 2017 Rate Filings for Individual & Family Plans","16.0","16.0","14,318","01/01/2017"
"GEHP-130482354","GEMCare Health Plan, Inc.",2016,"Annual/Aggregate Filing","Completed","Small Group","GEMCare Health Plan, Inc","N/A","N/A","N/A","2015"
"MHCA-130481923","Molina Healthcare of California",2016,"Annual/Aggregate Filing","Completed","Individual","Molina Marketplace 2015","N/A","N/A","N/A","2015"
"AWLP-130605724","Blue Cross of California",2016,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 4Q16","0.6","0.6","31,088","10/01/2016"
"SUTT-130614377","Sutter Health Plan",2016,"Rate Filing","Completed","Small Group","Q4 2016 NGF SG Rates","8.6","8.6","13,694","10/01/2016"
"BCCA-130627378","California Physicians' Service",2016,"Rate Filing","Completed","Small Group","Small Group Plans","5.6","5.6","134,898","10/01/2016"
"HNLH-130653299","Health Net of California, Inc.",2016,"Rate Filing","Completed","Small Group","Small Group Plans","15.9","15.9","97,027","01/01/2017"
"WNHA-130655390","Western Health Advantage",2016,"Rate Filing","Completed","Small Group","2017 Small Group Rate Filing","3.7","3.7","31,114","01/01/2017"
"BCCA-130655115","California Physicians' Service",2016,"Rate Filing","Completed","Individual","PPO Standard-Platinum,Gold ,Silver ,Bronze,Catastrophic ,Bronze HSA,Platinum HSAPPO Standard-Platinum,Gold ,Silver ,Bronze,Catastrophic ,Bronze HSA,Platinum HSA","19.4","19.4","554,259","01/01/2017"
"AWLP-130652521","Blue Cross of California",2016,"Rate Filing","Completed","Individual","DMHC Individual On and Off Exchange","17.2","17.2","577,716","01/01/2017"
"WNHA-130654071","Western Health Advantage",2016,"Rate Filing","Completed","Individual","2017 Individual Rate Filing","7.7","7.7","6,877","01/01/2017"
"LACH-130646335","Local Initiative Health Authority for Los Angeles County",2016,"Rate Filing","Completed","Individual","L.A. Care Covered ","3.5","3.5","15,310","01/01/2017"
"MLSD-130650960","County of Ventura",2016,"Rate Filing","Completed","Small Group","Ventura County Small Group Off-Exchange","0","0","248","01/01/2017"
"SUTT-130654056","Sutter Health Plan",2016,"Rate Filing","Completed","Small Group","2017Q1_SG","6.5","6.5","19,285","01/01/2017"
"SUTT-130654053","Sutter Health Plan",2016,"Rate Filing","Completed","Individual","2017Q1_IFP","10.5","10.5","824","01/01/2017"
"AETN-130655243","Aetna Health of California Inc.",2016,"Rate Filing","Completed","Small Group","Aetna SG AHI-CA 01012017","14.6","14.6","85,000","01/01/2017"
"SHHP-130655225","Sharp Health Plan",2016,"Rate Filing","Completed","Small Group","Q12017 NGF Small Group Rates","5.3","5.3","24,769","01/01/2017"
"SHHP-130653463","Sharp Health Plan",2016,"Rate Filing","Completed","Individual","CY2017 Individual Product Rates","7.8","7.8","26,218","01/01/2017"
"MHCA-130654076","Molina Healthcare of California",2016,"Rate Filing","Completed","Individual","Molina Marketplace 2017","5.7","5.7","75,272","01/01/2017"
"SCCO-130576260","Santa Clara County",2016,"Rate Filing","Completed","Individual","California Health Benefit Exchange Individual Plan","0.93","0.93","2,945","01/01/2017"
"KHPI-130516800","Kaiser Foundation Health Plan, Inc.",2016,"Rate Filing","Completed","Small Group","KFHP Non-Grandfathered Small Group HMO Plan Rates, January 2017","4.8","4.8","539,646","01/01/2017"
"BCCA-130653288","California Physicians' Service",2016,"Rate Filing","Completed","Small Group","Small Group Plans, Q1, 2017","4.3","4.3","35,194","01/01/2017"
"KHPI-130516678","Kaiser Foundation Health Plan, Inc.",2016,"Rate Filing","Completed","Individual","KFHP Non-Grandfathered Individual HMO Plan Rates, January 2017","5.7","5.7","467,303","01/01/2017"
"UHLC-130587102","UHC of California",2016,"Rate Filing","Completed","Small Group","UHG CA HMO 201701","-3.0","-3.0","53,307","01/01/2017"
"CCHP-130556751","Chinese Community Health Plan",2016,"Rate Filing","Completed","Small Group","CCHP 2017 Rate Filings for Small Group","8.6","8.6","2,228","01/01/2017"
"HNLH-130549406","Health Net of California, Inc.",2016,"Rate Filing","Completed","Individual","Individual and Family Plans - On & Off Exchange","9.4","9.4","191,067","01/01/2017"
"AWLP-130649664","Blue Cross of California",2016,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 1Q17","0.5","0.5","31,088","01/01/2017"
"HNLH-130672821","Health Net of California, Inc.",2016,"Rate Filing","Completed","Small Group","Small Business Group Grandfathered","2.2","2.2","27,890","10/01/2016"
"SHHP-130667824","Sharp Health Plan",2016,"Rate Filing","Completed","Small Group","Q42016 GF Small Group Rates","8.7","8.7","1,387","10/01/2016"
"AETN-130665821","Aetna Health of California Inc.",2016,"Rate Filing","Not Unreasonable (Modified)","Small Group","Aetna SG AHI-CA 10012016","12.6","11.9","85,000","10/01/2016"
"HNLH-130653287","Health Net of California, Inc.",2016,"Rate Filing","Completed","Small Group","Small Group ACA Plans","18","18","97,027","10/01/2016"
"MEHP-130679550","Medi-Excel, S.A. de C.V.",2016,"Rate Filing","Completed","Small Group","MediExcel Health Plan HMO","0.54","0.54","951","01/01/2017"
"HNLH-130749337","Health Net of California, Inc.",2016,"Rate Filing","Completed","Small Group","Small Business Group Grandfathered","4.1","4.1","27,304","01/01/2017"
"SHHP-130764460","Sharp Health Plan",2016,"Rate Filing","Completed","Small Group","Q12017 SG GF Rates","9.6","9.6","1,395","01/01/2017"
"MLSD-130780707","Sistemas Medicos Nacionales, S.A.de C.V.",2016,"Rate Filing","Completed","Small Group","SIMNSA Small Group Rate Filing","5","5","4,147","01/01/2017"
"AETN-130751125","Aetna Health of California Inc.",2016,"Annual/Aggregate Filing","Completed","Large Group","201610 LG Annual Aggregate Rate Data Report - DMHC","N/A","5.8","137436","2016"
"LACH-130752178","Local Initiative Health Authority for Los Angeles County",2016,"Annual/Aggregate Filing","Completed","Large Group","PASC-SEIU IHSS","N/A","0","46666","2016"
"MLSD-130751387","Sistemas Medicos Nacionales, S.A.de C.V.",2016,"Annual/Aggregate Filing","Completed","Large Group","SIMNSA Large Group Rate Filing","N/A","3","19779","2016"
"SUTT-130752234","Sutter Health Plan",2016,"Annual/Aggregate Filing","Completed","Large Group","LG_2016","N/A","2.22","15333","2016"
"AWLP-130748393","Blue Cross of California",2016,"Annual/Aggregate Filing","Completed","Large Group","DMHC Large Group Annual Aggregate Rate Data","N/A","5.4","1,151,103","2016"
"KHPI-130743140","Kaiser Foundation Health Plan, Inc.",2016,"Annual/Aggregate Filing","Completed","Large Group","KFHP 2017 SB 546 Large Group Annual Aggregate Rate Data Report","N/A","3.1","4795011","2016"
"SHHP-130752175","Sharp Health Plan",2016,"Annual/Aggregate Filing","Completed","Large Group","2016 Large Groups","N/A","3.51","62198","2016"
"CCOH-130751961","Contra Costa County Medical Services",2016,"Annual/Aggregate Filing","Completed","Large Group","Large Group","N/A","8.35","10758","2016"
"HNLH-130751506","Health Net of California, Inc.",2016,"Annual/Aggregate Filing","Completed","Large Group","Large Group HMO & POS Commercial Product","N/A","4.2","320148","2016"
"WNHA-130750255","Western Health Advantage",2016,"Annual/Aggregate Filing","Completed","Large Group","Large Group Aggregate Rate Data Report","N/A","3.2","86926","2016"
"MLSD-130751982","County of Ventura",2016,"Annual/Aggregate Filing","Completed","Large Group","Ventura Large Group Rate Filing","N/A","5.8","15529","2016"
"SCCO-130751456","Santa Clara County",2016,"Annual/Aggregate Filing","Completed","Large Group","VHP Commercial Large Group","N/A","3.4","18357","2016"
